,Age,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
910,39,1,3,0,0,0,0,1,20,jun,5,0,0,0,44.0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0
911,31,1,3,0,0,1,0,1,25,jul,16,0,0,0,137.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
912,48,2,1,0,1,0,0,1,14,may,1,0,0,0,127.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
913,55,1,3,0,0,1,0,1,22,may,2,0,0,1,338.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
914,46,0,3,0,1,0,0,1,8,aug,4,0,0,0,117.0,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0
915,31,2,3,0,0,1,0,1,17,jul,5,0,0,1,536.0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0
916,37,0,3,0,0,1,0,1,2,aug,2,8,1,1,428.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
917,56,1,2,0,1,0,0,1,11,aug,2,0,0,0,111.0,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0
918,49,2,3,0,0,1,0,0,15,sep,1,0,0,1,722.0,2,1,9,0,0,0,0,0,0,0,0,0,0,1,0
919,31,1,1,0,1,0,0,1,20,aug,2,0,0,0,483.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
920,32,0,3,0,0,1,0,1,25,may,4,0,0,1,615.0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
921,43,1,1,0,0,0,0,1,16,apr,2,0,0,0,132.0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0
922,43,1,3,0,2,0,0,1,24,dec,2,2,1,1,150.0,2,0,12,0,0,0,0,0,0,0,0,1,0,0,0
923,52,1,1,0,0,0,0,1,16,jun,1,0,0,0,163.0,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0
924,38,1,2,0,2,0,0,1,20,nov,2,2,0,0,340.0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0
925,28,0,1,0,1,0,0,0,22,oct,1,0,0,1,157.0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
926,47,1,2,0,0,1,0,1,6,may,1,0,0,0,152.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
927,36,1,1,0,0,1,0,1,9,may,3,0,0,0,83.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
928,34,1,1,0,0,1,0,1,8,jun,1,0,0,0,49.0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0
929,32,1,3,0,0,0,0,1,21,aug,2,0,0,0,148.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0
930,30,0,1,0,0,1,1,1,18,may,1,4,1,0,599.0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
931,33,1,1,0,1,1,1,1,12,may,1,5,0,0,175.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
932,36,1,3,0,0,1,0,1,15,may,2,0,0,0,475.0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
933,57,0,1,0,3,1,0,1,19,jun,1,0,0,1,512.0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0
934,44,1,1,0,0,0,0,1,30,jul,1,0,0,0,96.0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,0
936,44,0,3,0,0,0,0,1,26,may,3,0,0,0,222.0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0
937,36,0,3,0,1,0,0,1,13,oct,1,10,1,1,169.0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0
938,28,0,1,0,0,0,0,1,28,jan,2,0,0,0,554.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
939,29,0,3,0,0,1,0,1,13,aug,2,0,0,1,148.0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
940,45,1,2,0,3,1,0,1,20,nov,2,0,0,1,841.0,2,1,11,0,0,1,0,0,0,0,0,0,0,0,0
942,32,0,3,0,0,0,0,1,21,aug,5,0,0,0,318.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
943,45,1,2,0,0,1,0,0,28,jul,11,0,0,0,90.0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0
946,49,1,3,0,0,0,0,1,31,jul,2,0,0,0,255.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
947,53,2,1,0,0,1,0,1,17,apr,2,9,2,0,171.0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0
949,28,0,1,0,0,0,0,1,9,feb,2,0,0,1,1183.0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
950,53,2,1,0,0,1,1,1,2,jul,1,1,1,1,25.0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0
951,34,1,2,0,0,1,0,1,26,may,2,0,0,0,120.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
952,43,1,1,0,0,1,0,1,2,feb,3,2,0,0,115.0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
953,22,0,1,0,0,0,0,1,30,oct,2,0,0,1,368.0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0
954,55,2,3,0,0,1,0,1,30,may,2,0,0,0,34.0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0
955,32,1,3,0,1,0,0,1,14,aug,5,0,0,0,134.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
956,72,0,3,0,0,0,0,0,2,nov,5,2,0,0,179.0,4,0,11,0,0,0,0,0,0,1,0,0,0,0,0
957,47,1,3,0,2,0,1,1,12,nov,1,3,1,1,89.0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0
959,32,1,3,0,0,0,0,1,3,jul,1,0,0,0,116.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
960,57,2,1,0,0,1,1,1,29,jan,3,2,0,0,168.0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
961,59,1,1,0,0,0,0,1,24,jul,1,0,0,0,464.0,3,1,7,0,0,0,0,0,0,1,0,0,0,0,0
963,43,1,1,0,1,0,0,0,10,nov,1,0,0,1,524.0,2,1,11,0,1,0,0,0,0,0,0,0,0,0,0
964,47,1,1,0,0,0,0,1,18,nov,1,0,0,0,66.0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0
965,42,0,1,0,0,0,0,1,19,jun,3,0,0,1,651.0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0
966,29,0,3,0,0,0,0,1,20,apr,1,0,0,1,453.0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0
967,33,0,2,0,0,1,0,1,20,nov,1,0,0,0,139.0,1,0,11,0,0,1,0,0,0,0,0,0,0,0,0
968,30,0,1,0,0,1,0,1,8,may,1,0,0,0,75.0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
969,45,1,1,0,0,0,1,1,9,feb,4,0,0,0,102.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
970,42,1,3,0,0,0,0,1,27,feb,1,0,0,1,156.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
971,26,0,3,0,0,1,0,1,6,feb,2,0,0,1,984.0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
972,27,0,1,0,1,1,0,1,29,may,1,0,0,1,733.0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
973,58,1,1,0,0,0,0,0,25,mar,2,0,0,0,282.0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0
974,51,2,1,0,0,0,0,1,23,jul,17,0,0,0,53.0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0
976,50,2,1,0,0,1,0,1,16,may,1,0,0,1,1340.0,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0
977,31,2,2,0,0,1,0,1,7,may,1,1,1,1,623.0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0
978,40,1,3,0,0,1,0,1,11,aug,4,0,0,0,265.0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0
979,46,1,1,0,0,1,0,1,20,apr,2,0,0,0,69.0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0
980,45,1,1,0,0,0,0,1,23,apr,1,0,0,0,293.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1
981,41,1,1,0,0,1,0,1,17,apr,1,1,2,0,41.0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0
982,33,1,1,0,0,0,0,1,12,may,1,5,1,1,317.0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
983,40,1,2,0,1,1,0,1,15,may,4,0,0,1,880.0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
984,58,1,1,0,0,0,0,1,12,jun,1,0,0,1,885.0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0
985,42,1,1,0,0,0,0,1,15,jul,4,2,0,1,250.0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1
987,49,1,1,0,1,0,0,1,8,aug,3,0,0,0,109.0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0
988,26,0,1,0,0,1,1,1,23,jul,3,0,0,0,85.0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
990,38,1,3,0,2,0,0,1,18,nov,2,0,0,1,578.0,1,1,11,0,0,0,0,0,0,0,0,0,0,1,0
992,60,1,3,0,2,0,0,1,30,oct,1,1,0,1,294.0,3,0,10,0,0,0,0,0,1,0,0,0,0,0,0
993,28,0,3,0,0,0,0,1,25,may,1,0,0,1,867.0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
994,35,0,3,0,0,1,0,1,21,nov,2,2,0,0,64.0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0
995,35,0,1,0,0,1,0,1,21,nov,1,0,0,0,318.0,1,0,11,0,0,0,0,0,0,0,0,0,0,1,0
996,52,1,2,0,0,0,0,1,22,aug,2,0,0,0,109.0,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0
997,47,1,1,0,1,0,0,1,12,oct,1,0,0,1,105.0,2,0,10,0,0,0,0,1,0,0,0,0,0,0,0
998,27,0,1,0,0,1,1,1,25,jul,1,0,0,0,803.0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
1000,40,1,3,0,0,1,0,1,12,may,2,0,0,0,262.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1001,35,1,3,0,1,0,0,1,8,aug,3,0,0,0,335.0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0
1002,30,0,2,0,0,0,0,1,9,feb,3,0,0,0,224.0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
1005,47,1,1,0,1,1,0,1,19,nov,1,0,0,0,50.0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0
1006,80,1,2,0,0,0,0,0,26,feb,1,0,0,0,37.0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1007,36,1,3,0,2,0,0,1,28,jan,2,0,0,1,130.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1009,30,0,1,0,0,1,0,1,14,may,3,4,0,1,884.0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
1010,26,1,3,1,0,0,1,1,25,jul,1,0,0,0,730.0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0
1011,59,1,3,0,1,1,0,1,15,may,32,0,0,0,132.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1012,39,0,3,0,0,0,0,1,11,jun,3,0,0,0,162.0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0
1013,56,1,3,0,1,0,0,1,4,may,1,0,0,1,244.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1014,38,0,3,0,0,1,1,1,12,aug,2,0,0,1,1103.0,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0
1015,29,1,3,0,1,1,0,1,27,may,3,0,0,0,34.0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
1016,44,1,1,0,1,1,0,1,18,may,5,3,2,0,18.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1017,31,1,3,0,0,1,0,1,24,jun,3,0,0,0,351.0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0
1018,38,1,2,0,3,1,0,1,4,jun,2,0,0,1,984.0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0
1019,36,1,1,0,0,1,0,1,20,may,2,0,0,0,268.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1020,40,1,1,0,0,1,0,1,26,jun,3,0,0,0,110.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1022,51,1,1,0,0,0,1,1,8,jul,1,0,0,0,378.0,3,1,7,0,0,0,0,0,0,0,0,0,0,1,0
1024,23,0,1,0,0,0,0,1,15,feb,3,2,1,1,201.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1025,45,1,3,0,0,0,0,1,13,may,1,0,0,0,60.0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1026,62,1,1,0,0,0,0,1,13,oct,1,2,1,1,896.0,4,1,10,0,0,0,0,0,0,1,0,0,0,0,0
1027,42,1,3,0,0,0,0,1,13,aug,2,0,0,0,403.0,2,1,8,0,0,0,0,0,0,0,0,0,0,1,0
1030,36,2,1,0,0,1,0,1,10,jul,1,0,0,0,226.0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0
1031,57,1,2,0,1,0,0,1,11,aug,4,0,0,1,610.0,3,1,8,0,0,0,0,1,0,0,0,0,0,0,0
1032,58,2,1,0,1,0,0,0,26,oct,1,0,0,1,228.0,3,0,10,0,1,0,0,0,0,0,0,0,0,0,0
1034,49,2,3,0,1,1,0,1,12,mar,1,0,0,1,229.0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0
1035,61,1,1,0,0,0,0,1,15,jul,2,3,1,1,392.0,4,1,7,0,0,0,0,0,0,1,0,0,0,0,0
1036,39,1,1,0,1,0,0,1,21,nov,2,0,0,1,749.0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1
1037,36,0,3,0,0,0,0,1,31,jul,3,0,0,1,812.0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0
1038,34,1,3,0,0,0,0,1,2,jun,1,0,0,1,350.0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0
1039,33,1,2,0,0,0,0,1,15,may,3,0,0,0,47.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1040,67,1,1,0,1,0,0,0,14,jun,5,4,2,1,278.0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1041,29,0,1,0,0,0,0,1,5,feb,1,0,0,0,351.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
1042,31,0,3,0,0,0,0,1,4,sep,1,1,1,1,293.0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0
1043,37,1,2,0,0,1,0,1,5,feb,2,4,0,0,127.0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
1044,36,1,2,0,0,1,0,0,13,may,1,1,0,0,60.0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1045,73,2,2,0,1,0,0,0,30,mar,2,0,0,1,163.0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1046,44,1,1,0,0,1,0,1,20,may,8,0,0,0,129.0,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1047,41,1,1,0,0,1,0,1,19,may,3,0,0,0,142.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1048,27,1,3,0,0,0,0,1,22,sep,1,0,0,1,569.0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
1050,37,1,1,0,1,0,0,0,27,oct,1,0,0,1,376.0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0
1051,34,1,3,0,0,0,0,1,11,aug,3,0,0,0,57.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1053,32,0,1,0,2,0,0,1,11,aug,2,0,0,0,99.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1054,30,0,3,0,0,0,0,1,21,aug,5,0,0,0,220.0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1055,48,1,1,0,0,0,0,1,11,aug,6,0,0,0,135.0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0
1056,50,1,1,0,0,1,1,1,27,may,1,0,0,0,146.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1057,25,0,1,0,0,0,0,1,4,may,1,0,0,0,108.0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
1058,32,1,2,0,0,0,0,1,13,aug,2,0,0,0,132.0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0
1059,31,0,3,0,1,0,0,0,30,apr,1,1,1,0,107.0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0
1060,36,1,1,0,3,1,0,1,3,jun,20,0,0,0,19.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1061,25,0,1,0,1,0,1,1,27,may,1,0,0,0,98.0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1062,34,1,2,0,2,1,0,1,21,nov,1,0,0,1,1022.0,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0
1064,73,2,3,0,2,0,0,1,20,apr,1,0,0,1,148.0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1065,29,0,3,0,0,0,0,1,8,jul,1,5,0,1,968.0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
1070,58,1,1,0,0,1,0,1,13,may,1,0,0,0,201.0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1072,38,1,3,0,1,0,0,1,2,jun,1,4,1,1,103.0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0
1073,32,1,3,0,0,0,0,1,9,jul,2,0,0,0,530.0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0
1074,37,1,1,0,1,0,0,1,9,sep,1,1,1,1,404.0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1
1076,37,1,2,0,0,0,0,1,2,nov,3,3,1,0,101.0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0
1077,59,1,3,0,2,0,0,1,18,mar,2,6,2,1,467.0,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0
1078,32,1,3,0,0,0,0,1,14,jul,3,0,0,0,121.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
1079,36,1,3,0,0,0,0,1,5,aug,3,2,1,1,157.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1080,29,1,1,0,0,1,0,0,13,may,3,0,0,0,38.0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
1081,44,0,3,0,0,1,0,1,8,aug,2,0,0,0,201.0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0
1083,43,1,1,0,0,1,0,1,18,jul,3,0,0,1,635.0,2,1,7,0,0,0,1,0,0,0,0,0,0,0,0
1084,32,1,3,0,0,1,1,1,23,feb,1,2,0,1,61.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1085,42,2,3,0,3,0,0,1,16,jul,6,14,1,0,100.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
1086,27,0,3,0,0,1,0,1,13,may,3,0,0,0,163.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
1087,35,0,3,0,0,0,0,1,4,sep,2,1,2,1,434.0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0
1088,54,1,3,0,0,0,0,1,9,may,3,0,0,0,155.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1089,73,1,3,0,0,0,0,1,22,jun,1,1,1,0,68.0,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1092,25,0,1,0,0,0,1,1,17,nov,2,0,0,1,386.0,0,1,11,0,0,0,0,0,0,0,0,0,0,1,0
1094,52,1,1,0,0,0,1,1,17,jul,2,0,0,1,753.0,3,1,7,0,0,1,0,0,0,0,0,0,0,0,0
1095,42,0,1,0,0,0,0,1,5,may,1,0,0,0,48.0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1096,37,1,1,0,0,1,0,1,12,may,1,0,0,0,153.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1097,36,1,1,0,0,0,0,1,1,jun,1,5,0,1,516.0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0
1098,64,1,1,0,1,0,0,1,13,nov,5,0,0,0,202.0,4,0,11,0,0,0,0,0,0,1,0,0,0,0,0
1099,40,1,2,0,0,1,0,1,2,feb,1,1,0,0,200.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1100,41,2,3,0,0,0,1,1,23,jul,3,0,0,0,206.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
1101,35,0,1,0,1,1,0,1,10,feb,1,0,0,1,515.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0
1102,29,0,1,0,2,0,0,1,21,apr,1,0,0,1,274.0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
1103,38,1,1,0,0,0,0,1,27,aug,8,0,0,0,91.0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0
1104,41,1,1,0,0,0,0,1,20,jun,1,0,0,0,48.0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0
1105,22,0,1,0,1,0,0,1,8,nov,2,10,2,1,449.0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0
1106,58,1,1,0,1,0,0,1,5,feb,2,0,0,1,286.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1
1109,41,1,2,0,0,0,0,1,9,jun,2,0,0,0,316.0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1110,47,1,1,0,0,0,0,1,17,jun,3,0,0,0,60.0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0
1111,54,1,1,0,0,0,1,1,13,aug,1,0,0,0,112.0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1112,35,1,1,0,0,0,0,1,18,aug,5,0,0,0,242.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1114,28,0,1,0,3,1,0,1,9,feb,4,0,0,1,701.0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
1115,52,1,3,0,0,1,1,1,30,may,1,0,0,0,159.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
1116,48,1,1,0,1,1,0,1,4,may,1,3,1,1,361.0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
1117,55,2,2,0,0,0,0,1,31,jul,6,0,0,1,463.0,3,1,7,0,0,0,0,1,0,0,0,0,0,0,0
1118,32,1,1,0,0,1,0,1,14,may,2,0,0,0,291.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1120,35,1,1,0,0,1,1,1,9,may,2,0,0,0,57.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1121,29,0,3,0,0,0,0,1,29,jan,1,0,0,0,122.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1122,30,2,3,0,0,1,1,1,6,may,1,4,0,1,984.0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
1123,36,0,1,0,0,1,1,1,12,may,2,0,0,0,198.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
1126,50,2,2,0,0,1,0,1,7,may,1,0,0,0,74.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1127,25,0,1,0,1,1,0,1,24,jul,1,0,0,1,903.0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0
1128,27,1,1,0,0,1,0,1,15,may,1,2,0,0,210.0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1129,43,2,1,0,2,1,0,1,13,may,1,0,0,0,133.0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1
1131,37,1,1,0,0,1,1,1,16,apr,1,1,0,0,114.0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
1132,58,1,2,0,0,1,0,1,5,may,2,0,0,0,156.0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1133,34,0,3,0,1,0,0,1,14,jul,1,0,0,1,604.0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0
1134,32,0,1,0,1,0,0,1,27,may,2,0,0,0,204.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
1135,29,0,1,0,0,0,0,1,9,nov,2,3,1,1,208.0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
1138,33,0,3,0,2,0,0,1,26,mar,3,0,0,1,288.0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
1139,45,1,3,0,2,1,0,1,7,may,1,5,0,0,397.0,2,1,5,0,0,0,1,0,0,0,0,0,0,0,0
1141,51,1,2,0,0,0,0,1,11,aug,3,0,0,1,663.0,3,1,8,0,0,1,0,0,0,0,0,0,0,0,0
1142,22,0,1,0,0,0,0,1,7,dec,5,0,0,0,245.0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
1143,38,1,2,0,0,0,0,1,17,jun,2,0,0,0,132.0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1145,30,0,1,0,0,0,0,1,3,feb,4,0,0,1,1404.0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
1146,38,2,1,0,0,1,0,1,30,may,2,0,0,1,604.0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0
1147,50,1,0,0,0,0,0,1,9,jul,1,6,0,1,464.0,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0
1148,42,1,1,0,0,1,0,1,2,jun,2,4,1,1,271.0,2,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1149,24,0,1,0,0,0,0,1,27,oct,1,2,0,1,184.0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
1151,55,2,1,0,0,1,0,1,20,aug,4,0,0,0,126.0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1152,39,1,2,0,0,1,0,1,21,may,3,0,0,0,173.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
1153,51,1,1,0,0,1,0,1,20,nov,1,0,0,0,68.0,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0
1154,23,0,1,0,0,1,0,1,16,may,2,0,0,0,374.0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
1155,31,1,1,0,0,0,0,1,28,aug,17,0,0,0,79.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
1156,36,2,1,0,0,1,0,1,12,may,2,3,0,0,61.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
1158,30,0,3,0,3,0,0,1,26,feb,1,3,1,1,427.0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
1159,38,1,1,0,1,1,0,1,9,jul,4,7,1,1,483.0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0
1161,32,0,3,0,0,0,0,1,21,aug,5,0,0,1,686.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
1162,53,1,2,0,0,1,0,1,6,aug,2,0,0,0,375.0,3,1,8,0,0,1,0,0,0,0,0,0,0,0,0
1163,32,1,1,0,0,1,0,1,7,apr,3,2,0,0,293.0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
1164,27,1,1,0,0,1,0,1,30,jun,5,0,0,0,85.0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
1165,34,1,3,0,0,0,0,1,1,sep,1,3,2,1,300.0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0
1166,27,0,2,0,0,1,0,1,20,apr,2,1,2,0,255.0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
1167,27,0,3,0,0,0,0,1,25,may,1,0,0,0,112.0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
